Unnamed: 0,Date,Time [s],Cycle,Step,Current [A],Voltage [V],Capacity [Ah]
473754,2024-03-05 20:55:29.491,473700.397,5,6,0.00195014,4.2001,0.0615537700000008
473755,2024-03-05 20:55:30.491,473701.397,5,6,0.00194758,4.2001,0.0615543100000008
473756,2024-03-05 20:55:31.491,473702.397,5,6,0.00195078,4.2001,0.0615548500000008
473757,2024-03-05 20:55:32.491,473703.397,5,6,0.00194421,4.2001,0.0615553900000008
473758,2024-03-05 20:55:33.491,473704.397,5,6,0.001947,4.2001,0.0615559300000008
473759,2024-03-05 20:55:34.491,473705.397,5,6,0.00194241,4.2001,0.0615564700000008
473760,2024-03-05 20:55:35.491,473706.397,5,6,0.00194373,4.2001,0.0615570100000008
473761,2024-03-05 20:55:36.491,473707.397,5,6,0.00193568,4.2001,0.0615575700000008
473762,2024-03-05 20:55:37.491,473708.397,5,6,0.00193354,4.2001,0.0615581100000008
473763,2024-03-05 20:55:38.491,473709.397,5,6,0.00193202,4.2001,0.0615586500000008
473764,2024-03-05 20:55:39.491,473710.397,5,6,0.00193714,4.2001,0.0615591900000008
473765,2024-03-05 20:55:40.491,473711.397,5,6,0.00193197,4.2001,0.0615597200000008
473766,2024-03-05 20:55:41.491,473712.397,5,6,0.00193425,4.2001,0.0615602600000008
473767,2024-03-05 20:55:42.491,473713.397,5,6,0.00192856,4.2001,0.0615607900000008
473768,2024-03-05 20:55:43.491,473714.397,5,6,0.00193284,4.2001,0.0615613300000008
473769,2024-03-05 20:55:44.491,473715.397,5,6,0.00193214,4.2001,0.0615618700000008
473770,2024-03-05 20:55:45.491,473716.397,5,6,0.00192635,4.2001,0.0615624000000008
473771,2024-03-05 20:55:46.491,473717.397,5,6,0.00192382,4.2001,0.0615629400000008
473772,2024-03-05 20:55:47.491,473718.397,5,6,0.00192327,4.2001,0.0615634700000008
473773,2024-03-05 20:55:48.491,473719.397,5,6,0.00192819,4.2001,0.0615640100000008
473774,2024-03-05 20:55:49.491,473720.397,5,6,0.00191718,4.2001,0.0615645400000008
473775,2024-03-05 20:55:50.491,473721.397,5,6,0.0019190799999999,4.2001,0.0615650700000008
473776,2024-03-05 20:55:51.491,473722.397,5,6,0.00191331,4.2001,0.0615656100000008
473777,2024-03-05 20:55:52.491,473723.397,5,6,0.00191314,4.2001,0.0615661400000008
473778,2024-03-05 20:55:53.491,473724.397,5,6,0.00191475,4.2001,0.0615666700000008
473779,2024-03-05 20:55:54.491,473725.397,5,6,0.00191081,4.2001,0.0615672000000008
473780,2024-03-05 20:55:55.491,473726.397,5,6,0.00190425,4.2001,0.0615677300000008
473781,2024-03-05 20:55:56.491,473727.397,5,6,0.00190414,4.2001,0.0615682600000008
