Unnamed: 0,Date,Time [s],Cycle,Step,Current [A],Voltage [V],Capacity [Ah]
710631,2024-03-06 15:25:06.795,540277.701,12,11,0.0,3.5746,0.030211579999999
710632,2024-03-06 15:25:06.895,540277.801,12,11,0.0,3.5746,0.030211579999999
710633,2024-03-06 15:25:06.995,540277.901,12,11,0.0,3.5746,0.030211579999999
710634,2024-03-06 15:25:07.095,540278.001,12,11,0.0,3.5746,0.030211579999999
710635,2024-03-06 15:25:07.195,540278.101,12,11,0.0,3.5746,0.030211579999999
710636,2024-03-06 15:25:07.295,540278.201,12,11,0.0,3.5746,0.030211579999999
710637,2024-03-06 15:25:07.395,540278.301,12,11,0.0,3.5746,0.030211579999999
710638,2024-03-06 15:25:07.495,540278.401,12,11,0.0,3.5746,0.030211579999999
710639,2024-03-06 15:25:07.595,540278.501,12,11,0.0,3.5746,0.030211579999999
710640,2024-03-06 15:25:07.695,540278.601,12,11,0.0,3.5746,0.030211579999999
710641,2024-03-06 15:25:07.795,540278.701,12,11,0.0,3.5747,0.030211579999999
710642,2024-03-06 15:25:07.895,540278.801,12,11,0.0,3.5746,0.030211579999999
710643,2024-03-06 15:25:07.995,540278.901,12,11,0.0,3.5746,0.030211579999999
710644,2024-03-06 15:25:08.095,540279.001,12,11,0.0,3.5746,0.030211579999999
710645,2024-03-06 15:25:08.195,540279.101,12,11,0.0,3.5746,0.030211579999999
710646,2024-03-06 15:25:08.295,540279.201,12,11,0.0,3.5746,0.030211579999999
710647,2024-03-06 15:25:08.395,540279.301,12,11,0.0,3.5746,0.030211579999999
710648,2024-03-06 15:25:08.495,540279.401,12,11,0.0,3.5747,0.030211579999999
710649,2024-03-06 15:25:08.595,540279.501,12,11,0.0,3.5746,0.030211579999999
710650,2024-03-06 15:25:08.695,540279.601,12,11,0.0,3.5746,0.030211579999999
710651,2024-03-06 15:25:08.795,540279.701,12,11,0.0,3.5746,0.030211579999999
710652,2024-03-06 15:25:08.895,540279.801,12,11,0.0,3.5746,0.030211579999999
710653,2024-03-06 15:25:08.995,540279.901,12,11,0.0,3.5746,0.030211579999999
710654,2024-03-06 15:25:09.095,540280.001,12,11,0.0,3.5747,0.030211579999999
710655,2024-03-06 15:25:09.195,540280.101,12,11,0.0,3.5747,0.030211579999999
