Ns changes	Ns	time/s	voltage_measured	I/mA	(Q-Qo)/mA.h	Energy charge/W.h	Energy discharge/W.h	step time/s	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	cycle number	P/W	R/Ohm	Temperature/ï¿½C	Unnamed: 16	operator_notes
0	1	94.12400447065012	3.4910793	-899.86578	-21.02298108456082	0.0	0.07352031222317165	94.12400447065012	21.02298108456085	0.0	21.02298108456085	0.0	-3.1415029	3.8795557	22.650936		
0	1	94.22400447539984	3491.04	-899.8855	-21.04797727996826	0.0	0.07360757618381077	94.22400447539984	21.04797727996829	0.0	21.04797727996829	0.0	-3.1415362	3.879427	22.650936		
0	1	94.3240044801496	3.4911582	-899.8855	-21.07297330027262	0.0	0.07369483984795465	94.3240044801496	21.07297330027265	0.0	21.07297330027265	0.0	-3.1416426	3.8795583	22.619404		
0	1	94.42400448489934	3.4911187	-899.82635	-21.09796960506863	0.0	0.07378210420979818	94.42400448489934	21.09796960506866	0.0	21.09796960506866	0.0	-3.1414006	3.8797693	22.698229		
0	1	94.52400448964907	3.4911187	-899.92493	-21.12296605217828	0.0	0.07386936871419271	94.52400448964907	21.12296605217831	0.0	21.12296605217831	0.0	-3.1417446	3.8793442	22.650936		
0	1	94.62400449439885	3.4910007	-899.8855	-21.14796251017253	0.0	0.07395663264729818	94.62400449439885	21.14796251017255	0.0	21.14796251017255	0.0	-3.1415009	3.8793831	22.564228		
0	1	94.72400449914858	3.49104	-899.82635	-21.17295885884603	0.0	0.07404389613945855	94.72400449914858	21.17295885884606	0.0	21.17295885884606	0.0	-3.1413298	3.8796818	22.745523		
0	1	94.82400450389832	3.4910007	-899.76733	-21.19795451805962	0.0	0.07413115635810004	94.82400450389832	21.19795451805965	0.0	21.19795451805965	0.0	-3.1410882	3.8798926	22.469639		
0	1	94.92400450864808	3.4910007	-899.90515	-21.22295120588515	0.0	0.0742184199915907	94.92400450864808	21.22295120588517	0.0	21.22295120588517	0.0	-3.1415694	3.8792984	22.548464		
0	1	95.0240045133978	3.4909613	-899.98395	-21.24794800313314	0.0	0.07430568400702582	95.0240045133978	21.24794800313317	0.0	21.24794800313317	0.0	-3.1418092	3.8789151	22.5327		
0	1	95.12400451814756	3.4908824	-899.86578	-21.27294447207981	0.0	0.07439294618733724	95.12400451814756	21.27294447207984	0.0	21.27294447207984	0.0	-3.1413257	3.8793368	22.611523		
